rank,mlb_player_id,full_name,player_type,current_age,age_tier,primary_position,current_team,highest_level,pred_mlb_wrc_plus,combined_age_factor,prospect_value_score
420,682842,Abner Uribe,Pitcher,25.300479123887747,Older Prospect,P,0,AAA,152.01584477611942,0.5283340326067091,63.16006921689226
421,681415,Jack Sellinger,Pitcher,25.883641341546884,Older Prospect,P,0,AA,160.0,0.2571312806514483,63.11815759437973
422,679702,Daniel Harper,Pitcher,26.354551676933607,Older Prospect,P,0,AAA,137.50505379746835,0.3107052646311051,63.092648885746456
423,681347,Mike Burrows,Pitcher,25.916495550992472,Older Prospect,P,0,AAA,109.02190423162584,0.3885377878496004,63.05749201910972
424,801643,Owen Wild,Pitcher,23.19233401779603,Standard Prospect,P,0,AA,47.50392543643963,1.050655505405568,62.9317459701296
425,680606,Cristian Charle,Pitcher,25.349760438056126,Older Prospect,P,0,AAA,85.34744767441862,0.5156434642034607,62.852830605587705
426,669461,Matthew Liberatore,Pitcher,25.92197125256673,Older Prospect,P,0,AAA,108.66297570850202,0.387464138891427,62.62859121412553
427,678013,Lenny Torres Jr.,Pitcher,24.980150581793293,Standard Prospect,P,0,AAA,72.93785592755212,0.6181302091111477,62.53386411792879
428,805958,Jackson Kelley,Pitcher,25.45106091718001,Older Prospect,P,0,AA,132.55872604902368,0.3272295002183233,62.47554734043328
429,801367,Matt Jachec,Pitcher,24.205338809034902,Standard Prospect,P,0,AA,136.2883525588593,0.632539154873342,62.4586790114175
430,696131,Mason Black,Pitcher,25.828884325804243,Older Prospect,P,0,AAA,104.30557507987218,0.4060903855125919,62.42546910051552
431,684128,Reidis Sena,Pitcher,24.503764544832308,Standard Prospect,P,0,AA,84.96083275021944,0.5423298776138272,62.32541350241619
432,668881,Hunter Greene,Pitcher,26.17385352498289,Older Prospect,P,0,AAA,127.73478846153849,0.3409053622184854,62.297200665567736
433,693855,Ian Seymour,Pitcher,26.819986310746064,Fringe Prospect,P,0,AAA,159.76981216545016,0.2437203214659867,62.0933223012755
434,672710,Roansy Contreras,Pitcher,25.919233401779604,Older Prospect,P,0,AAA,107.2385294117647,0.3880006239453342,61.70639386185252
435,804912,Mason Vinyard,Pitcher,26.297056810403834,Older Prospect,P,0,AAA,126.03818857036488,0.3200400234379217,61.447860973663374
436,688730,Marques Johnson,Pitcher,25.2621492128679,Older Prospect,P,0,AA,160.0,0.3627486457660885,61.2454366350466
437,676282,Joey Cantillo,Pitcher,25.806981519507183,Older Prospect,P,0,AAA,101.36430875576036,0.4105904616069122,60.95163292374055
438,696519,Samy Natera Jr.,Pitcher,25.924709103353862,Older Prospect,P,0,AAA,106.29335249042144,0.3869283318740435,60.87098699536686
439,671143,Trenton Denholm,Pitcher,25.859000684462696,Older Prospect,P,0,AAA,103.44373563218392,0.399976495644967,60.86521065670635
440,702130,Danny Watson,Pitcher,25.00479123887748,Older Prospect,P,0,AA,104.7244752399428,0.4166071686902421,60.706380117572486
441,680744,Ty Madden,Pitcher,25.6290212183436,Older Prospect,P,0,AAA,93.79897455316568,0.4488845112693282,60.65905076705128
442,702103,Zach Franklin,Pitcher,26.94866529774127,Fringe Prospect,P,0,AAA,160.0,0.2276501127281601,60.48260642654064
443,690916,Richard Fitts,Pitcher,25.80971937029432,Older Prospect,P,0,AAA,100.76837439742904,0.4100254653923612,60.432311807959785
444,679066,Valentin Linarez,Pitcher,25.648186173853524,Older Prospect,P,0,AAA,94.07736811254392,0.4446084886860789,60.29623741008983
445,679025,Jordi Martinez,Pitcher,25.22381930184805,Older Prospect,P,0,AA,114.90346997738244,0.3703566942159109,60.29513231282763
446,686846,Reggie Crawford,Pitcher,24.843258042436688,Standard Prospect,P,0,AAA,120.92324999999998,0.6606617811084186,60.2365847707036
447,700380,Joshua Loeschorn,Pitcher,25.579739904175224,Older Prospect,P,0,AA,136.2722077754316,0.3048206622348112,60.18898087909552
448,688214,Ryan Jennings,Pitcher,26.2943189596167,Older Prospect,P,0,AAA,123.68716050583656,0.3204908102989146,60.1068695253944
449,693308,Nick Frasso,Pitcher,26.973305954825463,Fringe Prospect,P,0,AAA,160.0,0.2246831073169367,59.90556304116803
450,672582,Angel Zerpa,Pitcher,26.031485284052017,Older Prospect,P,0,AAA,109.57549073610414,0.3665521557765039,59.861493781578375
451,687087,Michael Prosecky,Pitcher,24.607802874743328,Standard Prospect,P,0,AA,85.69697616792578,0.5137272072266479,59.63494363455562
452,672712,Luis Palacios,Pitcher,25.270362765229294,Older Prospect,P,0,AAA,78.57726707779884,0.5362308120734753,59.23107242067391
453,686839,Brendan White,Pitcher,26.888432580424368,Fringe Prospect,P,0,AAA,158.3933279187817,0.2350504855042191,59.2243515866302
454,800018,Chen Zhong-Ao Zhuang,Pitcher,25.11978097193703,Older Prospect,P,0,AA,107.34381078933497,0.3917239661103983,58.783475977199046
455,677955,Jaden Hill,Pitcher,25.796030116358654,Older Prospect,P,0,AAA,97.84482456140351,0.4128575854367391,58.71212865616543
456,678660,Victor Vargas,Pitcher,25.09514031485284,Older Prospect,P,0,AAA,72.47781773823189,0.5843840640722381,58.68237249329841
457,694887,Tyler Schoff,Pitcher,26.83915126625599,Fringe Prospect,P,0,AAA,153.3228392156863,0.2412643963420681,58.316246621574976
458,683157,Evan Fitterer,Pitcher,25.28405201916496,Older Prospect,P,0,AAA,77.11376089662016,0.5326279392092812,58.21894275605405
459,674841,Andrew Alvarez,Pitcher,26.321697467488026,Older Prospect,P,0,AAA,121.6455518923714,0.3160087340800111,58.05245195563029
460,696136,Jordan Wicks,Pitcher,26.102669404517453,Older Prospect,P,0,AAA,109.73983918852052,0.3535170337666583,57.83941794082766
461,815043,Simon Miller,Pitcher,25.08145106091718,Older Prospect,P,0,AA,103.67940081334608,0.3998674349794148,57.57737090640664
462,694813,Gavin Stone,Pitcher,26.981519507186857,Fringe Prospect,P,0,AAA,160.0,0.2237017943875537,57.331908647105934
463,671212,Joe Boyle,Pitcher,26.151950718685832,Older Prospect,P,0,AAA,110.625557299843,0.3447415668301368,56.96534390315853
464,672277,Sam Carlson,Pitcher,26.847364818617383,Fringe Prospect,P,0,AAA,150.8278150753769,0.2402186531483896,56.86424238159716
465,695239,Robby Ahlstrom,Pitcher,26.308008213552363,Older Prospect,P,0,AAA,118.88469996911674,0.318242619158983,56.82244898034133
466,701474,Duncan Davitt,Pitcher,26.04243668720055,Older Prospect,P,0,AAA,105.44064809707665,0.3645186566820843,56.78220720511286
467,701318,Ryan Cardona,Pitcher,25.42094455852156,Older Prospect,P,0,AAA,79.8329117285865,0.4978089227025289,56.71345816636945
468,677354,Alex Williams,Pitcher,25.96303901437372,Older Prospect,P,0,AAA,101.65280245934152,0.3794977739540289,56.5313750224243
469,677352,Chase Watkins,Pitcher,26.012320328542096,Older Prospect,P,0,AAA,103.48746376811592,0.3701356896087284,56.3533648048244
470,676046,Griff McGarry,Pitcher,26.33538672142368,Older Prospect,P,0,AAA,119.37455157170923,0.3137890689936117,56.3131923906815
471,672782,Yoendrys Gómez,Pitcher,25.98220396988364,Older Prospect,P,0,AAA,102.10586460032629,0.375831579611705,56.28956163449572
472,686672,Mark Adamiak,Pitcher,24.813141683778237,Standard Prospect,P,0,AA,116.2962921686747,0.4612217108224304,56.07226973291517
473,693821,Bryce Elder,Pitcher,26.390143737166323,Older Prospect,P,0,AAA,121.5695556680162,0.305050904620321,55.99597275468343
474,674444,Steven Cruz,Pitcher,26.31622176591376,Older Prospect,P,0,AAA,117.77324999999998,0.3169005769038753,55.929329160184544
475,676974,Max Meyer,Pitcher,26.576317590691307,Fringe Prospect,P,0,AAA,131.12029384410982,0.2769611509899772,55.87482132786945
476,696522,Hayden Juenger,Pitcher,25.163586584531146,Older Prospect,P,0,AAA,71.50735043668116,0.5651166948469867,55.85765354530884
477,677644,Brayan Perez,Pitcher,25.089664613278572,Older Prospect,P,0,AAA,78.05598346068025,0.5859514600621006,55.711468211777145
478,688876,Carlos Torres,Pitcher,24.432580424366872,Standard Prospect,P,0,AA,82.93503193496876,0.5627196641579599,55.668483346511415
