rank,mlb_player_id,full_name,current_age,primary_position,current_team,highest_level_name,total_milb_pa,pred_mlb_wrc_plus,pred_mlb_woba,pred_mlb_avg_ops,composite_score,weighted_prospect_score
1081,702906,Wilfredo Lara,21.44558521560575,3B,,A+,1123.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05430350739450998,0.49356496061270183
1082,806987,Daiverson Gutierrez,20.073921971252567,C,,A,422.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.054297489786607235,0.1293112962826057
1083,801276,Juan Matheus,21.44284736481862,SS,,A+,144.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05426711992991308,0.490198754522968
1084,808675,Ramon Ramirez,20.314852840520192,C,,A,307.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05425710386220892,0.18550415031397172
1085,806161,Yahil Melendez,20.09034907597536,SS,,A,207.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05424705358109524,0.1300386652408711
1086,692944,Kevin Villavicencio,21.872689938398356,SS,,AA,1136.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05422352929219013,0.6171786519955369
1087,800206,Yerald Nin,20.139630390143736,SS,,A,457.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05420986304588582,0.1395415632469204
1088,700341,Kenny Castillo,21.404517453798768,C,,A+,726.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05420979388094674,0.4749802066724264
1089,807383,Randy Guzman,20.470910335386723,OF,,A,105.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.054181429947047055,0.21968475621100794
1090,699232,Anderdson Rojas,21.585215605749486,2B,,A+,1339.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.054135035099019735,0.522939113512391
1091,808235,Carlos Tavares,20.057494866529773,OF,,A,180.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0541229006586185,0.11425165027695647
1092,808237,Yirer Garcia,20.05475701574264,C,,A,220.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05409142844953921,0.11159384473285336
1093,800371,Larry Martinez,20.17248459958932,3B,,A,332.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05408657322632777,0.1395886682375653
1094,703195,Bryan Acuna,20.15879534565366,SS,,A,223.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05408345908694511,0.1360738558106979
1095,800393,Yeremy Cabrera,20.268309377138944,CF,,A,94.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.054061558372045154,0.16135550701793372
1096,699305,Diego Mosquera,21.568788501026695,SS,,A+,607.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05401350455113947,0.5093941671971869
1097,703156,Tony Blanco Jr.,20.40246406570842,OF,,A,125.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053964628179579824,0.18828613195097924
1098,701062,Alec Makarewicz,25.07049965776865,3B,,AA,595.0,0.14832971234277342,2.7097279376782397e-06,6.4517331849481895e-06,0.053919087262063035,0.6583440434811185
1099,800201,Rafael Ramirez Jr.,20.213552361396303,SS,,A,296.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05390426871138257,0.1378324146260661
1100,815528,Ediel Rivera,20.041067761806982,C,,A,66.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05388916071341029,0.09546264499389498
1101,829251,Arturo Flores,20.05475701574264,C,,A,72.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05387330249751279,0.09770203152111047
1102,800380,Raynerd Ortega,20.251882272416154,SS,,A,95.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05385181106504005,0.14378335536623582
1103,815654,Eli Lovich,20.18343600273785,OF,,A,200.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05382019034758161,0.12512762453684645
1104,805268,Peyton Williams,25.065023956194388,1B,,AA,804.0,0.11233726552800677,0.0001240042740774363,0.0002952482716129436,0.05380993327826748,0.5475236008120261
1105,805102,Byron Chourio,20.386036960985628,CF,,A,607.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05375868688311756,0.1707636941333574
1106,805052,Jesus Lopez,20.3750855578371,C,,A,323.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05375124868427975,0.16756241861293214
1107,694183,Cristian Hernandez,21.82067077344285,SS,,A+,1451.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053746151416808795,0.5663338115515031
1108,806997,Yerlin Luis,20.079397672826833,OF,,A,67.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05372117541536034,0.09385959269571624
1109,698945,Anderson De Los Santos,21.741273100616016,SS,,A+,1139.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053720718115985125,0.5402322637758405
1110,702409,Jorge Ruiz,21.27310061601643,OF,,A+,1357.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05371900689626151,0.40300651962691336
1111,691392,Johnny Ascanio,22.26420260095825,SS,,AA,973.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05370393634594327,0.7045176660928988
1112,800492,Roni Cabrera,20.188911704312115,OF,,A,89.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05365705279072287,0.11596374289435349
1113,800412,Jose Rodriguez,20.32854209445585,OF,,A,179.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05357075401897974,0.14434712515628853
1114,800476,John Cruz,20.109514031485283,RF,,A,368.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053568300961892266,0.0912588299098428
1115,703159,Simon Juan,20.238193018480494,OF,,A,376.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053557255202892264,0.12144513231908653
1116,807257,Ty Southisene,20.251882272416154,SS,,A,389.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0535552324611929,0.12463379674317174
1117,698931,Kevin Guerrero,21.475701574264203,OF,,A+,281.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053459822629623205,0.44282000828055945
1118,805951,Boston Baro,21.125256673511295,SS,,A+,419.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053396750473014475,0.33953888259007253
1119,822177,Jose Cerice,20.407939767282684,IF,,A,126.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053293498857478076,0.1458409926470588
1120,800424,Oswaldo Osorio,20.490075290896645,SS,,A,492.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053236561721262336,0.16249939853881226
1121,703430,Anthony Scull,21.700205338809035,OF,,A+,1008.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05321131961019447,0.4911913978267973
1122,692366,Onil Perez,23.077344284736483,C,,AA,920.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05318158381300304,0.9498890834612697
1123,687918,Braylen Wimmer,24.78028747433265,SS,,AA,1098.0,0.14052047493284392,2.7097279376782397e-06,6.4517331849481895e-06,0.05313431629847396,0.6935386271431712
1124,815010,Junior Garcia,20.238193018480494,OF,,A,162.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05311029767150798,0.09261357161572596
1125,800193,Kelvin Hidalgo,20.605065023956193,SS,,A,542.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.053054248494628135,0.1793588584587971
1126,692021,Oswaldo Linares,22.4476386036961,C,,AA,603.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05296306057924625,0.7094212198894224
1127,805015,Daniel Pena,20.583162217659137,C,,A,355.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05295757239275199,0.16743966371543473
1128,800540,Hector Osorio,20.50650239561944,CF,,A,358.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05295167546364596,0.14787388571542928
1129,703183,Jose De Jesus,20.747433264887064,OF,,A,126.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05292889321973738,0.20733705226246077
1130,804858,Bryan Rincon,21.66461327857632,SS,,A+,496.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05292877048086729,0.4603344310253653
1131,695524,Jacob Cozart,22.746064339493497,C,,AA,451.0,0.11025513039890619,2.7097279376782397e-06,6.4517331849481895e-06,0.05292420777066848,0.8866239861195201
1132,681831,Willie Joe Garry Jr.,25.360711841204655,CF,,AA,347.0,0.14256709211927834,1.6263794135248356e-06,3.872331936963894e-06,0.05291098816974736,0.8808959623176651
1133,801248,Erick Alvarez,20.681724845995895,2B,,A,294.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05289721644229253,0.18839158175129922
1134,699712,Raylin Heredia,21.911019849418206,OF,,A+,546.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052894555381655745,0.5320882655297559
1135,703202,Leandro Arias,20.670773442847366,SS,,A,274.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05287140193572386,0.18388543292374648
1136,822676,Alex Lodise,21.579739904175224,SS,,A+,109.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05285521845931201,0.43017656513999836
1137,814091,John Wimmer,20.550308008213552,SS,,A,359.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05284512377266504,0.15177873378304413
1138,699115,Carlos Jorge,22.04517453798768,SS,,A+,1321.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05281471683264834,0.5678266138337777
1139,702283,Tucker Toman,21.905544147843944,SS,,A+,882.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05278064261735956,0.5220868098429604
1140,800200,Jonathan Linares,20.517453798767967,C,,A,122.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0527680932765563,0.13852172046703295
1141,800463,Jean Joseph,20.673511293634498,CF,,A,596.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05275503249689661,0.17683899762006325
1142,826932,Cobb Hightower,20.553045859000683,SS,,A,287.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05273028769856486,0.1448880032376126
1143,800302,Mairoshendrick Martinus,20.67624914442163,SS,,A,394.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05270281796722948,0.17405930484055485
1144,806518,Guillermo Rosario,20.462696783025326,C,,A,135.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052657939358315434,0.11775937270341683
1145,703154,Yordany De Los Santos,20.637919233401778,SS,,A+,257.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0525960108143011,0.15727264362687995
1146,802560,Ichiro Cano,20.6652977412731,2B,,A,77.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0525949283311348,0.1641084773897274
1147,703158,Jonathan Mejia,20.490075290896645,SS,,A,357.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0525842732317389,0.11966621437792091
1148,814294,Dario Reynoso,20.54757015742642,IF,,A,57.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052573945533610715,0.1332142857142857
1149,686638,Hunter Fitz-Gerald,24.829568788501028,3B,,AA,700.0,0.11233726552800677,0.00010461696804295353,0.0002490880191498894,0.05252862266524623,0.5233594305208784
1150,701831,Carson DeMartini,22.781656399726216,SS,,AA,625.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052490979767022494,0.7875934454677262
1151,703150,Ricky Cabrera,20.93634496919918,SS,,A,483.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05242674551092743,0.22259181139879222
1152,703563,PJ Morlando,20.396988364134156,OF,,A,234.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052423251224240346,0.08637080959836273
1153,800438,Andrés Nolaya,20.53388090349076,C,,A,196.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05241320742228386,0.1192283217774289
1154,694218,Yeison Morrobel,21.83436002737851,OF,,A+,949.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05240553593321801,0.4731722820588832
1155,800294,Waner Luciano,20.733744010951405,SS,,A,298.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05240479499345758,0.16879157775039322
1156,800508,Franyerber Montilla,20.48186173853525,SS,,A,79.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052369731298508665,0.10356316311502507
1157,698941,Angel Tejada,21.689253935660506,SS,,A+,592.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052355744003145153,0.4264806588510668
1158,695031,Josh Zamora,26.392881587953458,3B,,AA,822.0,0.11233726552800677,0.00017469154611949645,0.00041593225266546764,0.05234911802634096,0.6294275763251782
1159,825761,Ryan Cesarini,22.811772758384667,OF,,A+,164.0,0.11233726552800677,3.700895102313884e-05,8.811655005509249e-05,0.05233162331313335,0.41280854731569205
1160,800496,Yohander Linarez,20.555783709787818,SS,,A,149.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05232968170197471,0.11914076863853648
1161,703178,Braylin Tavera,20.632443531827516,OF,,A,798.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05232622210376668,0.13799652768345216
1162,800434,Jose Alpuria,20.65160848733744,CF,,A,297.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05230768634211647,0.1415691757010201
1163,807737,TJayy Walton,20.689938398357288,OF,,A,287.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05226683496215431,0.14849241920290007
1164,801978,Callan Moss,22.105407255304584,1B,,A+,601.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05222644632139919,0.5431209030077042
1165,686499,Clark Elliott,25.023956194387406,OF,,AA,1093.0,0.11233726552800677,0.00010461696804295353,0.0002490880191498894,0.05219504051089373,0.5774796547858354
1166,814131,Derik Alcantara,20.629705681040384,OF,,A,99.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052183472502349136,0.12784316165642715
1167,800548,Josi Novas,20.65160848733744,SS,,A,308.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052166478837917994,0.13218848339846817
1168,800182,Bryan Andrade,20.67624914442163,SS,,A,152.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05214847851123545,0.1371678026022538
1169,800149,Carlos Pacheco,20.933607118412045,OF,,A+,60.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05209289723740576,0.19923497966561832
1170,800180,Douglas Glod,20.71457905544148,CF,,A,329.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052047015809820574,0.14004626098458114
1171,800246,Engelth Urena,21.141683778234086,C,,A+,90.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.052005103206077215,0.2482139536617094
1172,695744,Ian Moller,22.951403148528406,C,,AA,1239.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05199090508972376,0.8083281960525843
1173,699076,Juan Alonso,21.930184804928132,OF,,A+,600.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05197475293029472,0.4706621080309553
1174,690997,Nolan McLean,24.20807665982204,P,,AA,156.0,0.11233726552800677,3.700895102313884e-05,8.811655005509249e-05,0.05194505137625246,0.8896201641750926
1175,694182,Armando Cruz,21.727583846680357,SS,,A+,1107.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051939458883273525,0.407779503490951
1176,814455,Nick Mitchell,22.09719370294319,OF,,A+,269.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05190580316732989,0.516770138207091
1177,800303,Leiker Figueroa,20.736481861738536,SS,,A,336.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05188378947046582,0.13466336861725728
1178,807239,Bernard Moon,20.48186173853525,SS,,A,454.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051851481764692835,0.06955172248140998
1179,692489,Angel Del Rosario,22.740588637919235,LF,,AA,648.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05183999457617953,0.722273175812773
1180,701392,Marco Dinges,22.091718001368925,C,,A+,260.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05179599752797449,0.5069298912903685
1181,702601,Lamar King Jr.,21.83709787816564,C,,A+,205.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051734074135296064,0.425212737208275
1182,702258,Druw Jones,21.861738535249827,OF,,A+,1147.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05173319081583429,0.4324764271157367
1183,812430,Heriberto Caraballo,20.635181382614647,C,,A,95.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05169882748868993,0.09705232543577864
1184,692564,Johnfrank Salazar,22.17659137577002,3B,,A+,662.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051665627902686466,0.5236459795414932
1185,702679,Demetrio Crisantes,21.089664613278575,SS,,A,295.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05164234588727157,0.20943512582815577
1186,800285,Enmanuel Tejeda,20.78576317590691,SS,,A,334.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051640590089280985,0.130811157708921
1187,698933,Ronald Hernandez,21.960301163586585,C,,A+,877.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051640327116405815,0.45526291878475467
1188,800354,Esteban Mejia,20.928131416837783,3B,,AA,449.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051592249845159206,0.1638730972313724
1189,800231,Won-Bin Cho,22.135523613963038,OF,,A+,1248.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05147215632801136,0.496440080824285
1190,800385,Robert Gonzalez,20.79397672826831,OF,,A,253.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051462240569707565,0.12091592234078188
1191,699709,Marco Soto,21.585215605749486,SS,,A+,118.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05141818874701141,0.329406409406824
1192,800316,Alexander Albertus,20.947296372347708,SS,,A,82.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05133340047850066,0.15124747092853108
1193,800179,Nolan Beltran,20.70362765229295,SS,,A,131.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051323751354715216,0.08906008687258687
1194,699321,Diego Guzman,22.072553045859,SS,,AA,314.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051318201598399206,0.4656374832553019
1195,701771,Billy Amick,22.926762491444215,3B,,A+,321.0,0.11233726552800677,3.700895102313884e-05,8.811655005509249e-05,0.051317250150953085,0.3766945381167697
1196,827665,Dillon Lewis,22.324435318275153,OF,,A+,388.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05125263477874441,0.5392746025305716
1197,683001,Ethan Hearn,25.10335386721424,C,,AA,926.0,0.11233726552800677,0.00010461696804295353,0.0002490880191498894,0.05124192322961732,0.5385068154157686
1198,699017,Wesley Zapata,21.60164271047228,SS,,A+,133.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05122559756167374,0.32033463106985166
1199,694191,Pedro Pineda,22.088980150581794,CF,,A+,626.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051222203716083846,0.4635498509489041
1200,692453,Roismar Quintana,22.6694045174538,OF,,A+,678.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0512061270327724,0.6485797051502246
1201,680998,Branden Boissiere,25.544147843942504,OF,,AA,1498.0,0.14832971234277342,2.7097279376782397e-06,6.4517331849481895e-06,0.05119836578347737,0.657382136768232
1202,694181,Carlos Colmenarez,21.897330595482547,SS,,A+,994.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05117646161607179,0.4024713145217748
1203,806306,Cameron Decker,22.04517453798768,SS,,A+,524.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051128316649144426,0.4432606359146492
1204,805082,Ronny Hernandez,20.91170431211499,C,,A,768.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051116666813560016,0.12744660847445924
1205,809372,Victor Figueroa,21.77138945927447,1B,,A+,331.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05111416482929484,0.3610054355625445
1206,800170,Luis Rodriguez,20.79397672826831,SS,,A,58.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05110773314946478,0.09712067015299844
1207,703177,Jhonny Severino,20.914442162902123,SS,,A,591.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05108104807450858,0.12573204640562627
1208,800281,Roynier Hernandez,20.83778234086242,SS,,A,323.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05106898779061293,0.1055108411983412
1209,807726,John Peck,23.225188227241617,SS,,AA,829.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05102920081549833,0.8304288204443626
1210,814414,Kyle DeBarge,22.234086242299796,SS,,A+,658.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.051015119935782775,0.4929352519186797
1211,698902,Diego Benitez,20.88432580424367,SS,,A,148.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05100602088681327,0.11301158504240767
1212,694266,D'Andre Smith,24.413415468856947,SS,,AA,865.0,0.11233726552800677,4.642248274883589e-05,0.00011052972083056166,0.05098577445962786,0.7934889633547216
1213,701339,Marek Houston,21.4839151266256,SS,,A+,51.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05098049652041751,0.2699642964321098
1214,703143,Cristhian Vaquero,21.06776180698152,OF,,A,479.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050965772675953744,0.15731964030721465
1215,701540,J.R. Freethy,22.792607802874745,2B,,AA,208.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05093756413215879,0.6693796724177183
1216,823770,JP Smith II,20.93634496919918,3B,,A,101.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05092861829653655,0.1209790147290147
1217,694977,Nate Nankil,22.978781656399725,OF,,AA,894.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05091316342035095,0.7321119648423353
1218,800426,Raylin Ramos,20.851471594798085,OF,,A,396.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05090906004694946,0.09818005398455011
1219,814261,Carlos Caro,20.92539356605065,IF,,A,188.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05090553443802182,0.11662779020215006
1220,800510,Samuel Gil,20.933607118412045,SS,,A,732.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050887508730708186,0.11749413841028851
1221,803241,Jose Escobar,21.06776180698152,SS,,A,545.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05087431469927326,0.15105567055848312
1222,814458,Fenwick Trimble,23.110198494182068,OF,,AA,479.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05087297898397781,0.775773766349842
1223,701805,Josh Caron,22.182067077344286,C,,A+,385.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05083914056637004,0.46363357635692737
1224,814696,Jaron Elkins,20.92539356605065,OF,,A,515.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050826979904390446,0.11130400586126106
1225,806120,Kyle Henley,20.813141683778234,OF,,A,433.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050806505377536684,0.0816768199277111
1226,700283,Derlin Figueroa,22.086242299794662,1B,,A+,705.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05080176343100901,0.4315538803813249
1227,691410,Jose Devers,22.39561943874059,SS,,A+,1400.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050791688277424314,0.5270152821752229
1228,800569,Alberto Barriga,20.895277207392198,C,,A,430.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05078400137314946,0.10077243176268458
1229,800251,Jeffry Rosa,21.073237508555785,OF,,A,169.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050778890312061,0.14593837877227805
1230,800440,Narciso Polanco,20.944558521560573,2B,,A,939.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05076714903423109,0.11211352307342799
1231,800256,Natanael Yuten,20.996577686516083,CF,,A,862.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05076678888440394,0.12536186375752675
1232,800051,Austin Charles,21.90280629705681,SS,,A+,1009.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05072775179274354,0.37132580085162725
1233,800332,Victor Rodrigues,21.0403832991102,C,,A,366.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050721968702533045,0.1335550224134267
1234,805260,Ethan Hedges,21.470225872689937,3B,,A+,89.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050718564160775144,0.24768471509087248
1235,800503,Enderson Delgado,21.045859000684462,C,,A,392.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05070896190089159,0.1340766240587838
1236,701546,Duce Gourson,23.04996577686516,SS,,AA,487.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050680121628900676,0.738662366035151
1237,692568,Miguel Ugueto,23.096509240246405,RF,,AA,342.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050678175688906445,0.7551252692631943
1238,800272,Manolfi Jimenez,20.89801505817933,OF,,A,94.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05064928289734576,0.09235191951420338
1239,801525,Wady Mendez,20.982888432580424,CF,,A,275.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.0505616449973165,0.10789700921210259
1240,803385,Jay Harry,23.225188227241617,2B,,AA,931.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05056049939672049,0.7921848111763131
1241,825924,Jackson Strong,22.119096509240247,OF,,A+,288.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05055709227181229,0.42336391468100676
1242,703192,Abdias De La Cruz,20.928131416837783,SS,,A,409.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05055272842050825,0.09340861813015278
1243,803284,Max Belyeu,21.815195071868583,OF,,A+,90.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050511218565235445,0.3300342652076836
1244,694188,Jesus Galiz,21.804243668720055,C,,A+,600.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.05048436884301405,0.3249286132938927
1245,800254,Abrahan Ramirez,20.999315537303218,2B,,A,403.0,0.11233726552800677,2.7097279376782397e-06,6.4517331849481895e-06,0.050479894077987385,0.10651341834377548
